class,concept,weight
panna cotta,opaque,0.7
panna cotta,round and smooth,0.9
panna cotta,bottom is curved,0.8
panna cotta,flipped onto a plate,0.5
panna cotta,rounded,0.7
panna cotta,drizzled with syrup,0.5
panna cotta,color is off-white,0.8
panna cotta,perfect circle,0.7
panna cotta,glazed,0.7
panna cotta,hint of vanilla bean,0.5
panna cotta,sides are sloped,0.7
panna cotta,made of porcelain,0.7
panna cotta,very pale color,0.5
panna cotta,well-defined border,0.5
panna cotta,off-white,1.0
panna cotta,no large chunks,0.8
panna cotta,slightly rounded,0.8
panna cotta,surface is smooth,0.9
panna cotta,curved,0.6
panna cotta,"round, flat dish",0.5
panna cotta,thickened,0.7
panna cotta,light and delicate,0.8
panna cotta,lightest in color,0.7
panna cotta,uniform,0.6
panna cotta,reflect light well,0.5
panna cotta,teardrop-shaped,0.5
panna cotta,"clean, simple look",0.8
peking duck,skin-on,1.0
peking duck,golden hue,0.6
peking duck,bit greasy,0.5
peking duck,greasy and unhealthy,0.5
peking duck,regal golden color,0.6
peking duck,have a crispy shell,0.5
peking duck,dark amber color,0.7
peking duck,oily,0.6
peking duck,deep golden color,0.6
peking duck,chopped or whole,0.8
peking duck,brown and white,0.7
peking duck,"moist, oily texture",0.9
peking duck,grayish brown,0.5
peking duck,beautiful sheen,0.8
peking duck,darker exterior,0.7
peking duck,origin in china,0.8
peking duck,rich and smooth,0.6
peking duck,soft inside,0.5
peking duck,bronze,0.6
peking duck,slight smokey flavor,0.8
peking duck,brown side,0.7
peking duck,stunning red color,0.9
peking duck,"bright, red color",0.9
peking duck,mildly fatty,0.7
peking duck,magnificent color,0.8
peking duck,soy sauce,0.8
peking duck,crisp outside,0.8
peking duck,crisp outer layer,0.8
peking duck,darker than others,0.9
peking duck,rich and light,0.5
peking duck,impact final color,0.6
peking duck,"thick, hearty sauce",0.7
peking duck,a lot of sauce on it,0.8
peking duck,crispy outside,1.0
peking duck,meat is a dark brown,0.9
peking duck,have a slight sheen,0.5
peking duck,chopped or shredded,0.8
peking duck,cucumber or avocado,0.7
peking duck,have a nice bite,0.5
peking duck,firm to the bite,0.5
peking duck,light colored flesh,0.5
peking duck,shredded or diced,0.8
peking duck,brownish red,0.9
peking duck,color will be brown,0.9
peking duck,symmetrical in shape,0.5
peking duck,color is uniform,0.6
peking duck,glossy surface,0.8
peking duck,golden and brown,0.9
peking duck,"firm, yet velvety",0.5
peking duck,meat is white,0.6
peking duck,"deep, reddish brown",1.0
peking duck,cartilage,0.5
peking duck,"rich, dark brown",1.0
peking duck,reddish brown,1.0
peking duck,color of a new penny,1.0
peking duck,slightly roasted,0.7
peking duck,looks crispy,0.8
peking duck,rich golden brown,1.0
peking duck,"juicy, pink center",0.7
peking duck,pinkish-brown,0.5
peking duck,copper brown,0.6
peking duck,darker brown,0.5
peking duck,fried golden brown,0.7
peking duck,vibrant red,0.8
peking duck,look very appetizing,0.7
peking duck,dressing,0.6
peking duck,round,0.5
peking duck,golden and delicious,0.6
peking duck,color will be darker,0.8
peking duck,coffee brown,0.7
peking duck,firm and meaty,0.6
peking duck,slight firmness,0.5
peking duck,golden orange,0.9
peking duck,small bill,0.6
peking duck,quite dark in color,0.5
peking duck,flaky,0.5
peking duck,garnishe,0.6
peking duck,covered in feathers,0.8
peking duck,salt and pepper,0.5
peking duck,relative lean,0.5
peking duck,visually appealing,0.6
peking duck,bit red in color,0.8
peking duck,crispy and chewy,0.9
peking duck,look appetizing,0.8
peking duck,slightly chewy skin,0.7
peking duck,beautiful red color,0.8
peking duck,brown or grey,0.5
peking duck,red side,0.7
peking duck,uniform golden color,0.8
peking duck,papery texture,0.6
peking duck,drizzle of soy sauce,0.7
peking duck,dark and rich,0.6
peking duck,texture,0.5
peking duck,dark color,0.7
peking duck,so they are greasy,0.5
peking duck,hearty,0.6
peking duck,tender interior,0.5
peking duck,as is,0.6
peking duck,uniform brown color,0.7
peking duck,baked until crisp,0.9
peking duck,sliced thickly,0.7
peking duck,sheen,0.6
peking duck,darker brown center,0.5
peking duck,signature sweetness,0.5
peking duck,deep red exterior,0.8
peking duck,golden reddish brown,0.9
peking duck,toasty color,0.7
peking duck,brilliant red,0.6
peking duck,"thin, crispy skin",1.0
peking duck,reddish tint,0.7
peking duck,"stunning, deep red",0.8
peking duck,assembled,0.5
peking duck,"dark, rich brown",0.6
peking duck,light brown exterior,0.5
peking duck,beautiful golden hue,0.6
peking duck,"dark, sienna brown",0.6
peking duck,grease,0.8
peking duck,looks very luxurious,0.5
peking duck,golden in color,0.7
peking duck,very lean and tender,0.6
peking duck,"rich, indulgent",0.7
peking duck,surface was smooth,0.6
peking duck,hung to dry,0.9
peking duck,color is auburn,0.8
peking duck,caramel brown color,0.7
peking duck,have a glossy sheen,0.8
peking duck,glossy sheen,0.6
peking duck,bone in the center,0.5
peking duck,green onions,0.7
peking duck,shredded or chopped,0.5
peking duck,dull red color,0.5
peking duck,not overcooked,0.6
peking duck,fat is well-marbled,0.6
peking duck,"dark, reddish brown",0.7
peking duck,slightly charred top,0.5
peking duck,sliced lengthwise,0.5
peking duck,sauce,0.8
peking duck,hot,0.5
peking duck,grill marks,0.6
peking duck,shiny surface,0.5
peking duck,"dark, brown color",0.8
peking duck,dish,1.0
peking duck,cooked in a wok,0.6
peking duck,fatty,0.7
peking duck,rich red color,0.5
peking duck,very unique dish,0.9
peking duck,reddish tint to it,0.5
peking duck,moist interior,0.8
peking duck,variety of textures,0.6
peking duck,slight chewiness,0.7
peking duck,green side,0.5
peking duck,soy sauce,0.7
peking duck,shiny,0.7
peking duck,more brown in color,0.8
peking duck,orange color,0.6
peking duck,thick and golden,0.6
peking duck,deep orange in color,0.6
peking duck,"brown, sticky mess",0.7
peking duck,toasted or baked,0.5
peking duck,deep golden hue,0.7
peking duck,sliced thinly,0.5
peking duck,vibrant brown color,0.8
peking duck,pure white breast,0.5
peking duck,thin line of sauce,0.7
peking duck,bone-in cut,0.6
peking duck,color is deep amber,0.6
peking duck,dark brown edge,0.5
peking duck,stained a dark brown,0.5
peking duck,served whole,0.8
peking duck,thin strips,0.7
peking duck,sliced very thinly,0.7
peking duck,looks nice and thick,0.6
peking duck,garnished,0.5
peking duck,slightly oily,0.5
peking duck,soft in the middle,0.6
peking duck,rich tone,0.7
peking duck,crisp shell,0.8
peking duck,"pure, golden color",0.9
peking duck,darker food,0.6
peking duck,color is deep golden,0.9
peking duck,"intense, fiery color",0.5
peking duck,crispy bottom,0.8
peking duck,dark brown top,0.7
peking duck,edges are crispy,0.5
peking duck,reddish brown color,0.5
peking duck,outside is crispy,0.5
peking duck,crisp edges,0.8
peking duck,saltiness,0.6
peking duck,glazed,0.9
peking duck,red,0.7
peking duck,bit brown in color,0.6
peking duck,"intense, dark red",0.8
peking duck,well-defined border,0.5
peking duck,pink or red in color,0.7
peking duck,brownish-gold,0.7
peking duck,"deep, rich brown",0.8
peking duck,typically dark brown,0.7
peking duck,surface is smooth,0.5
peking duck,"round, flat dish",0.5
peking duck,marinated in a,0.6
peking duck,dark reddish color,0.8
peking duck,rich golden color,0.5
peking duck,charred outside,0.6
peking duck,dark brown shell,0.6
pho,a lot of toppings,0.7
pho,looks appetizing,0.5
pho,"thin, flat noodle",0.9
pho,steam rising from it,0.6
pho,very hearty soup,0.9
pho,sirloin end,0.5
pho,"clear, golden color",0.8
pho,chopped or whole,0.8
pho,brown and white,0.6
pho,"moist, oily texture",0.5
pho,color is beige,0.5
pho,usually round,0.6
pho,long,0.7
pho,soft inside,0.5
pho,a lot of noodles,0.9
pho,traditionally topped,0.8
pho,yellow onions,0.5
pho,chopped or shredded,0.8
pho,firm to the bite,0.6
pho,shredded or diced,0.8
pho,brownish red,0.7
pho,color will be brown,0.7
pho,color is uniform,0.6
pho,meat is white,0.5
pho,"deep, reddish brown",0.7
pho,"rich, dark brown",0.8
pho,bubbling,0.6
pho,shrimp or crab,0.5
pho,reddish brown,0.7
pho,color of a new penny,0.7
pho,color is a red,0.6
pho,rich golden brown,0.8
pho,beige,0.7
pho,topped with jalapeo,0.5
pho,pale white color,0.6
pho,red wine vinegar,0.5
pho,very pale in color,0.6
pho,mildly flavored,0.8
pho,"large, juicy food",0.6
pho,aromatic,0.9
pho,chewy shape,0.6
pho,hint of ginger,0.7
pho,round or oval,0.5
pho,drunk from the bowl,0.9
pho,layered dish,0.5
pho,thin soup,0.8
pho,slice of white onion,0.7
pho,clear broth,0.9
pho,various toppings,0.6
pho,melted together,0.7
pho,look very appetizing,0.5
pho,"long, thin noodle",1.0
pho,deep sides,0.8
pho,firm and meaty,0.7
pho,shine through,0.6
pho,"unique, nutty flavor",0.5
pho,coffee brown,0.5
pho,overall tender,0.5
pho,"thick, hearty stew",0.9
pho,drain it well,0.5
pho,garnishe,0.7
pho,bubbly and thick,0.5
pho,suit anyone's taste,0.5
pho,thicken,0.5
pho,flavorful soup,0.9
pho,assembled,0.7
pho,soaks up the soup,0.8
pho,basil is chopped,0.8
pho,cilantro,1.0
pho,"thin, tubular pasta",0.5
pho,"thick, red broth",1.0
pho,hint of spice,0.6
pho,bone in the center,0.5
pho,green onions,0.8
pho,clear soup,1.0
pho,curved and twisted,0.7
pho,soaked,0.8
pho,sauce,0.7
pho,hot,0.6
pho,transparent,0.7
pho,tube noodle,0.9
pho,long and thin noodle,1.0
pho,"light, broth-y base",0.8
pho,dish,1.0
pho,very hearty,0.5
pho,broth,0.9
pho,bright green garnish,0.7
pho,spooned into bowls,0.6
pho,moist interior,0.8
pho,variety of textures,0.7
pho,few small bumps,0.6
pho,slight chewiness,0.8
pho,white or green,0.5
pho,soy sauce,0.6
pho,floating vegetables,0.8
pho,greenish-white color,0.5
pho,not too mushy,0.6
pho,sliced thinly,0.7
pho,vibrant brown color,0.5
pho,color is a green,0.8
pho,thin line of sauce,0.6
pho,slender and long,0.6
pho,"green, soybean",0.7
pho,served whole,0.5
pho,thin strips,0.7
pho,sliced very thinly,0.7
pho,garnished,0.8
pho,greenish tint,0.6
pho,rich tone,0.7
pho,best seller,0.5
pho,kick of heat,0.7
pho,warm to touch,0.6
pho,also slightly sweet,0.5
pho,lean,0.6
pho,simple and few,0.8
pho,boiled,0.9
pho,still light and airy,0.5
pho,restaurant,0.5
pho,bit of a bite to it,0.7
pho,cooks quickly,0.6
pho,moderately thick,0.5
pho,hint of green,0.6
pho,held,0.5
pho,spoon stands in it,0.5
pho,soft-boiled egg,0.7
pho,bean sprouts,0.5
pho,"long, flat noodle",0.6
pizza,a lot of toppings,1.0
pizza,looks appetizing,0.5
pizza,thick and chewy,0.7
pizza,golden hue,0.5
pizza,baked in a deep dish,0.7
pizza,greasy and unhealthy,0.6
pizza,oily,0.7
pizza,baked in the oven,0.8
pizza,round and small,0.5
pizza,"moist, oily texture",0.7
pizza,melted,0.8
pizza,"crispy, golden-brow",0.8
pizza,orange in color,0.7
pizza,eight pieces,0.6
pizza,usually round,0.9
pizza,slightly toasted,0.6
pizza,use pan,0.5
pizza,soft inside,0.5
pizza,stretch,0.6
pizza,gooey and stringy,0.9
pizza,puffy crust,0.8
pizza,traditionally topped,0.9
pizza,spinach or mushrooms,0.6
pizza,stunning red color,0.6
pizza,"round, like a food",0.8
pizza,slightly domed top,0.5
pizza,"short, thick circle",0.7
pizza,buffalo mozzarella,0.7
pizza,"bright, red color",0.6
pizza,mozzarella,0.8
pizza,red onion,0.5
pizza,crisp outside,0.5
pizza,lovely golden hue,0.5
pizza,"large, round shape",0.8
pizza,chewy bite,0.5
pizza,crisp outer layer,0.5
pizza,"thick, hearty sauce",0.7
pizza,marinara sauce,0.9
pizza,a lot of sauce on it,0.8
pizza,crispy outside,0.5
pizza,very round,0.6
pizza,very versatile,0.5
pizza,melted and bubbly,0.8
pizza,chopped or shredded,0.6
pizza,shredded or diced,0.6
pizza,color will be brown,0.5
pizza,golden and brown,0.7
pizza,melty cheese on top,0.9
pizza,round ball of dough,0.8
pizza,"deep, reddish brown",0.6
pizza,bubbling,0.8
pizza,shaped like squares,0.5
pizza,gooey and bubbly,0.9
pizza,reddish brown,0.6
pizza,quartered,0.5
pizza,"short, fat triangle",0.5
pizza,looks crispy,0.7
pizza,color is a red,0.6
pizza,rich golden brown,0.7
pizza,slightly raised edge,0.6
pizza,gooey and melted,0.9
pizza,"big, greasy mess",0.8
pizza,cheese is bubbling,0.9
pizza,"round, flat cake",0.8
pizza,golden brown bottom,0.7
pizza,round or oval,0.7
pizza,layered dish,0.8
pizza,basil or thyme,0.6
pizza,semolina flour,0.5
pizza,nice crust,0.7
pizza,greasy texture,0.5
pizza,various toppings,0.8
pizza,"warm, golden color",0.6
pizza,melted together,0.9
pizza,vibrant red,0.8
pizza,look very appetizing,0.7
pizza,"soft, chewy inside",0.6
pizza,baked or broiled,0.8
pizza,lunch the next day,0.5
pizza,made with anchovies,0.5
pizza,evenly cooked,0.7
pizza,adds to color,0.5
pizza,cheese in the middle,0.9
pizza,few small bubbles,0.6
pizza,yet filling,0.5
pizza,round,0.9
pizza,golden and delicious,0.7
pizza,please all palates,0.6
pizza,not be overcooked,0.6
pizza,color will be darker,0.5
pizza,rounded edges,0.7
pizza,one large dish,0.5
pizza,shape is round,0.8
pizza,topping,0.9
pizza,crunch texture,0.5
pizza,bubbly and thick,1.0
pizza,pointy ends,0.5
pizza,wide bottom,0.5
pizza,inviting,0.5
pizza,finger food,1.0
pizza,suit anyone's taste,0.5
pizza,spinach and ricotta,0.5
pizza,6-10 pieces,0.5
pizza,slightly domed,0.5
pizza,rich red,0.5
pizza,cracked and bubbled,1.0
pizza,platter is round,0.5
pizza,visually appealing,0.7
pizza,bit red in color,0.8
pizza,crispy and chewy,0.7
pizza,look appetizing,0.7
pizza,triangular,0.6
pizza,slightly chewy skin,0.5
pizza,beautiful red color,0.7
pizza,sliced into wedges,0.6
pizza,uniform golden color,0.6
pizza,layer of red tomato,0.8
pizza,round and flat,0.9
pizza,two-dimensional,0.5
pizza,baked until crisp,0.8
pizza,sheen,0.6
pizza,thick and gooey,0.7
pizza,look slightly messy,0.5
pizza,golden reddish brown,0.7
pizza,cut into wedges,0.8
pizza,round and thick,0.6
pizza,round cross-section,0.6
pizza,dark brown pepperoni,0.8
pizza,toasty color,0.6
pizza,shredded cheese,0.8
pizza,"thin, crispy skin",0.7
pizza,bubbl,0.6
pizza,about 12 inches long,0.7
pizza,"round, white food",0.8
pizza,assembled,0.7
pizza,color is natural,0.5
pizza,generally round,0.9
pizza,bottom layer is food,0.6
pizza,surface is bumpy,0.6
pizza,light brown exterior,0.5
pizza,beautiful golden hue,0.6
pizza,shaped like a sun,0.7
pizza,reheat well,0.5
pizza,shaped like a globe,0.6
pizza,bought frozen,0.5
pizza,and peppers,0.5
pizza,basil is chopped,0.7
pizza,grease,0.5
pizza,olive,0.6
pizza,zesty red,0.8
pizza,dense crumb,0.6
pizza,slight thickness,0.5
pizza,flat top and bottom,0.7
pizza,"round, like a cake",0.5
pizza,"small, flat disk",0.8
pizza,circular border,0.7
pizza,arugula and spinach,0.7
pizza,symmetrical shape,0.6
pizza,intense and inviting,0.5
pizza,base,0.5
pizza,baked in a big pan,0.5
pizza,sauce,0.8
pizza,symmetrical,0.6
pizza,hot,0.5
pizza,light brown edge,0.5
pizza,parmesan or romano,0.7
pizza,very symmetrical,0.6
pizza,"dark, brown color",0.5
pizza,dish,0.8
pizza,rich red color,0.6
pizza,raised rim,0.7
pizza,has bread on it,0.9
pizza,flour,0.6
pizza,baked as well,0.7
pizza,variety of textures,0.6
pizza,slight chewiness,0.5
pizza,marinara or alfredo,0.9
pizza,white cheese,0.8
pizza,4 triangular slices,0.7
pizza,orange color,0.6
pizza,thick and golden,0.5
pizza,served melted,0.8
pizza,deep orange in color,0.6
pizza,light orange color,0.5
pizza,toasted or baked,0.7
pizza,triangles,0.8
pizza,top with tomatoes,0.7
pizza,shaped like a circle,0.9
pizza,round or oval-shaped,0.8
pizza,deep golden hue,0.5
pizza,"bright, fiery red",0.6
pizza,gooey and melty,0.8
pizza,messy affair,0.5
pizza,shaped like circles,0.8
pizza,pointy,0.7
pizza,thin line of sauce,0.5
pizza,pepperoni,1.0
pizza,served whole,0.5
pizza,cheese,1.0
pizza,"round, blunt end",0.6
pizza,warm to touch,0.5
pizza,"thick, cheesy sauce",0.8
pizza,crisp shell,0.7
pizza,"pure, golden color",0.5
pizza,color is deep golden,0.5
pizza,bit of a bite to it,0.5
pizza,moderately thick,0.6
pizza,"round, flat patty",0.7
pizza,blunt ends,0.5
pizza,crispy bottom,0.7
pizza,cut into circles,0.5
pizza,layered in dish,0.6
pizza,round on the top,0.6
pizza,"round, flat bread",0.8
pizza,edges are crispy,0.7
pizza,flattened,0.7
pizza,rounded,0.5
pizza,outside is crispy,0.7
pizza,thickly sliced,0.6
pizza,crisp edges,0.7
pizza,thick and cheesy,0.9
pizza,repeating pattern,0.5
pizza,red,0.8
pizza,baked in a sauce,0.6
pizza,"round, colorful",0.9
pizza,bubbly,0.8
pizza,bit brown in color,0.6
pizza,ruffled edges,0.5
pizza,baked in a large pan,0.5
pizza,well-defined border,0.6
pizza,thick and raised,0.7
pizza,raised surface,0.6
pizza,brownish-gold,0.5
pizza,"round, flat dish",0.9
pizza,served open-faced,0.7
pork chop,fat side up,0.8
pork chop,looks appetizing,0.7
pork chop,thick and chewy,0.5
pork chop,golden hue,0.6
pork chop,shaped like a log,0.5
pork chop,regal golden color,0.6
pork chop,chopped or whole,1.0
pork chop,brown and white,1.0
pork chop,"moist, oily texture",0.7
pork chop,grayish brown,0.8
pork chop,beautiful sheen,0.6
pork chop,"crispy, golden-brow",1.0
pork chop,darker exterior,0.7
pork chop,usually round,0.8
pork chop,pale in color,0.6
pork chop,pink,1.0
pork chop,use pan,0.7
pork chop,soft inside,0.5
pork chop,fluffy interior,0.5
pork chop,slight smokey flavor,0.5
pork chop,brown side,0.8
pork chop,"short, thick circle",0.7
pork chop,mildly fatty,0.6
pork chop,crisp outside,0.5
pork chop,slight marbled look,0.7
pork chop,crisp outer layer,0.5
pork chop,darker than others,0.5
pork chop,light brownish-gray,0.8
pork chop,neutral color,0.6
pork chop,tan color,0.7
pork chop,1/2 an inch wide,0.5
pork chop,crispy outside,0.6
pork chop,pale in colour,0.8
pork chop,meat is a dark brown,0.9
pork chop,chopped or shredded,0.7
pork chop,have a nice bite,0.6
pork chop,firm to the bite,0.8
pork chop,light colored flesh,0.5
pork chop,shredded or diced,0.7
pork chop,brownish red,0.8
pork chop,color will be brown,0.9
pork chop,color is uniform,0.6
