class,concept,weight
Common Tern,back pattern is multi-colored,31.8584070796
Common Tern,tail pattern is solid,58.4507042254
Common Tern,tail pattern is spotted,2.11267605634
Common Tern,tail pattern is striped,6.33802816901
Common Tern,tail pattern is multi-colored,33.0985915493
Common Tern,belly pattern is solid,86.25
Common Tern,belly pattern is spotted,3.75
Common Tern,belly pattern is striped,3.75
Common Tern,belly pattern is multi-colored,6.25
Common Tern,primary color is blue,3.65853658537
Common Tern,primary color is purple,1.82926829268
Common Tern,primary color is grey,37.8048780488
Common Tern,primary color is pink,1.82926829268
Common Tern,primary color is orange,1.82926829268
Common Tern,primary color is black,16.4634146341
Common Tern,primary color is white,73.1707317073
Common Tern,primary color is red,5.48780487805
Common Tern,primary color is buff,3.0487804878
Common Tern,leg color is blue,2.05479452055
Common Tern,leg color is brown,2.05479452055
Common Tern,leg color is rufous,8.21917808219
Common Tern,leg color is grey,8.90410958904
Common Tern,leg color is pink,2.05479452055
Common Tern,leg color is orange,35.6164383562
Common Tern,leg color is black,6.84931506849
Common Tern,leg color is white,3.42465753425
Common Tern,leg color is red,32.8767123288
Common Tern,leg color is buff,4.1095890411
Common Tern,bill color is blue,1.92307692308
Common Tern,bill color is brown,1.28205128205
Common Tern,bill color is iridescent,1.92307692308
Common Tern,bill color is rufous,12.8205128205
Common Tern,bill color is grey,5.76923076923
Common Tern,bill color is yellow,3.20512820513
Common Tern,bill color is pink,1.92307692308
Common Tern,bill color is orange,32.6923076923
Common Tern,bill color is black,49.358974359
Common Tern,bill color is red,35.2564102564
Common Tern,bill color is buff,3.84615384615
Common Tern,crown color is grey,9.03614457831
Common Tern,crown color is yellow,1.80722891566
Common Tern,crown color is black,81.3253012048
Common Tern,crown color is white,11.4457831325
Common Tern,crown color is red,2.40963855422
Common Tern,crown color is buff,1.80722891566
Common Tern,wing pattern is solid,51.4285714286
Common Tern,wing pattern is spotted,2.14285714286
Common Tern,wing pattern is striped,10.0
Common Tern,wing pattern is multi-colored,36.4285714286
Elegant Tern,bill shape is curved (up or down),1.96078431373
Elegant Tern,bill shape is dagger,79.0849673203
Elegant Tern,bill shape is hooked,1.96078431373
Elegant Tern,bill shape is needle,2.61437908497
Elegant Tern,bill shape is hooked seabird,3.26797385621
Elegant Tern,bill shape is all-purpose,9.15032679739
Elegant Tern,bill shape is cone,1.96078431373
Elegant Tern,wing color is brown,4.25531914894
Elegant Tern,wing color is rufous,2.12765957447
Elegant Tern,wing color is grey,58.1560283688
Elegant Tern,wing color is black,26.2411347518
Elegant Tern,wing color is white,56.0283687943
Elegant Tern,wing color is buff,2.12765957447
Elegant Tern,upperparts color is brown,1.5503875969
Elegant Tern,upperparts color is grey,58.9147286822
Elegant Tern,upperparts color is black,21.7054263566
Elegant Tern,upperparts color is white,68.2170542636
Elegant Tern,upperparts color is red,4.6511627907
Elegant Tern,upperparts color is buff,1.5503875969
Elegant Tern,underparts color is brown,1.32450331126
Elegant Tern,underparts color is purple,1.98675496689
Elegant Tern,underparts color is grey,18.5430463576
Elegant Tern,underparts color is black,1.98675496689
Elegant Tern,underparts color is white,86.7549668874
Elegant Tern,underparts color is buff,3.31125827815
Elegant Tern,breast pattern is solid,94.4099378882
Elegant Tern,breast pattern is spotted,1.86335403727
Elegant Tern,breast pattern is multi-colored,3.72670807453
Elegant Tern,back color is brown,5.76923076923
Elegant Tern,back color is grey,46.1538461538
Elegant Tern,back color is orange,2.88461538462
Elegant Tern,back color is black,5.76923076923
Elegant Tern,back color is white,66.3461538462
Elegant Tern,tail shape is forked tail,28.0
Elegant Tern,tail shape is rounded tail,9.6
Elegant Tern,tail shape is notched tail,12.0
Elegant Tern,tail shape is fan-shaped tail,13.6
Elegant Tern,tail shape is pointed tail,32.8
Elegant Tern,tail shape is squared tail,4.0
Elegant Tern,upper tail color is brown,5.31914893617
Elegant Tern,upper tail color is grey,46.8085106383
Elegant Tern,upper tail color is pink,3.1914893617
Elegant Tern,upper tail color is black,9.57446808511
Elegant Tern,upper tail color is white,52.1276595745
Elegant Tern,upper tail color is buff,3.1914893617
Elegant Tern,head pattern is malar,5.40540540541
Elegant Tern,head pattern is crested,7.43243243243
Elegant Tern,head pattern is masked,3.37837837838
Elegant Tern,head pattern is eyebrow,8.10810810811
Elegant Tern,head pattern is eyering,6.75675675676
Elegant Tern,head pattern is plain,6.08108108108
Elegant Tern,head pattern is eyeline,12.8378378378
Elegant Tern,head pattern is striped,0.675675675676
Elegant Tern,head pattern is capped,51.3513513514
Elegant Tern,breast color is brown,1.21951219512
Elegant Tern,breast color is grey,15.243902439
Elegant Tern,breast color is white,89.0243902439
Elegant Tern,breast color is buff,1.82926829268
Elegant Tern,throat color is brown,3.01204819277
Elegant Tern,throat color is rufous,0.602409638554
Elegant Tern,throat color is grey,10.2409638554
Elegant Tern,throat color is white,87.9518072289
Elegant Tern,throat color is buff,3.61445783133
Elegant Tern,eye color is grey,2.23880597015
Elegant Tern,eye color is black,96.2686567164
Elegant Tern,eye color is red,1.49253731343
Elegant Tern,bill length is about the same as head,87.5816993464
Elegant Tern,bill length is longer than head,10.4575163399
Elegant Tern,bill length is shorter than head,1.96078431373
Elegant Tern,forehead color is brown,1.24223602484
Elegant Tern,forehead color is iridescent,1.86335403727
Elegant Tern,forehead color is grey,11.1801242236
Elegant Tern,forehead color is orange,1.86335403727
Elegant Tern,forehead color is black,45.3416149068
Elegant Tern,forehead color is white,52.1739130435
Elegant Tern,under tail color is brown,2.63157894737
Elegant Tern,under tail color is grey,40.350877193
Elegant Tern,under tail color is pink,2.63157894737
Elegant Tern,under tail color is black,25.4385964912
Elegant Tern,under tail color is white,68.4210526316
Elegant Tern,under tail color is buff,2.63157894737
Elegant Tern,nape color is brown,3.26797385621
Elegant Tern,nape color is grey,12.4183006536
Elegant Tern,nape color is pink,1.96078431373
Elegant Tern,nape color is black,47.7124183007
Elegant Tern,nape color is white,75.8169934641
Elegant Tern,nape color is buff,1.30718954248
Elegant Tern,belly color is brown,1.2987012987
Elegant Tern,belly color is grey,16.8831168831
Elegant Tern,belly color is white,87.012987013
Elegant Tern,belly color is red,1.94805194805
Elegant Tern,belly color is buff,3.24675324675
Elegant Tern,wing shape is rounded-wings,15.4471544715
Elegant Tern,wing shape is pointed-wings,21.9512195122
Elegant Tern,wing shape is broad-wings,1.62601626016
Elegant Tern,wing shape is tapered-wings,34.1463414634
Elegant Tern,wing shape is long-wings,34.9593495935
Elegant Tern,size is large (16 - 32 in),16.4383561644
Elegant Tern,size is small (5 - 9 in),21.2328767123
Elegant Tern,size is very large (32 - 72 in),2.05479452055
Elegant Tern,size is medium (9 - 16 in),60.2739726027
Elegant Tern,shape is upright-perching water-like,1.29032258065
Elegant Tern,shape is chicken-like-marsh,3.22580645161
Elegant Tern,shape is long-legged-like,1.29032258065
Elegant Tern,shape is duck-like,1.93548387097
Elegant Tern,shape is owl-like,1.93548387097
Elegant Tern,shape is gull-like,51.6129032258
Elegant Tern,shape is hummingbird-like,1.29032258065
Elegant Tern,shape is pigeon-like,1.93548387097
Elegant Tern,shape is sandpiper-like,7.74193548387
Elegant Tern,shape is upland-ground-like,1.93548387097
Elegant Tern,shape is swallow-like,18.064516129
Elegant Tern,shape is perching-like,7.74193548387
Elegant Tern,back pattern is solid,65.1376146789
Elegant Tern,back pattern is striped,5.50458715596
Elegant Tern,back pattern is multi-colored,29.3577981651
Elegant Tern,tail pattern is solid,53.8461538462
Elegant Tern,tail pattern is striped,4.2735042735
Elegant Tern,tail pattern is multi-colored,41.8803418803
Elegant Tern,belly pattern is solid,89.7435897436
Elegant Tern,belly pattern is spotted,1.92307692308
Elegant Tern,belly pattern is multi-colored,8.33333333333
Elegant Tern,primary color is blue,1.875
Elegant Tern,primary color is brown,1.875
Elegant Tern,primary color is grey,44.375
Elegant Tern,primary color is black,14.375
Elegant Tern,primary color is white,77.5
Elegant Tern,primary color is red,1.25
Elegant Tern,primary color is buff,1.875
Elegant Tern,leg color is orange,5.82524271845
Elegant Tern,leg color is black,78.640776699
Elegant Tern,leg color is white,10.6796116505
Elegant Tern,leg color is red,2.91262135922
Elegant Tern,leg color is buff,1.94174757282
Elegant Tern,bill color is brown,1.25
Elegant Tern,bill color is rufous,1.875
Elegant Tern,bill color is grey,1.875
Elegant Tern,bill color is yellow,8.125
Elegant Tern,bill color is orange,66.25
Elegant Tern,bill color is black,6.875
Elegant Tern,bill color is white,1.875
Elegant Tern,bill color is red,18.75
Elegant Tern,bill color is buff,4.375
Elegant Tern,crown color is brown,1.27388535032
Elegant Tern,crown color is grey,13.3757961783
Elegant Tern,crown color is black,78.9808917197
Elegant Tern,crown color is white,27.3885350318
Elegant Tern,crown color is red,1.91082802548
Elegant Tern,wing pattern is solid,47.2868217054
Elegant Tern,wing pattern is striped,10.8527131783
Elegant Tern,wing pattern is multi-colored,41.8604651163
Forsters Tern,bill shape is curved (up or down),3.20512820513
Forsters Tern,bill shape is dagger,76.2820512821
Forsters Tern,bill shape is needle,1.92307692308
Forsters Tern,bill shape is hooked seabird,3.84615384615
Forsters Tern,bill shape is all-purpose,12.1794871795
Forsters Tern,bill shape is cone,2.5641025641
Forsters Tern,wing color is grey,49.3421052632
Forsters Tern,wing color is black,9.21052631579
Forsters Tern,wing color is white,67.1052631579
Forsters Tern,wing color is buff,2.63157894737
Forsters Tern,upperparts color is grey,51.7730496454
Forsters Tern,upperparts color is black,6.3829787234
Forsters Tern,upperparts color is white,71.6312056738
Forsters Tern,upperparts color is buff,2.83687943262
Forsters Tern,underparts color is grey,6.875
Forsters Tern,underparts color is white,100.0
Forsters Tern,breast pattern is solid,98.1366459627
Forsters Tern,breast pattern is multi-colored,1.86335403727
Forsters Tern,back color is brown,0.8
Forsters Tern,back color is grey,42.4
Forsters Tern,back color is black,2.4
Forsters Tern,back color is white,70.4
Forsters Tern,back color is buff,2.4
Forsters Tern,tail shape is forked tail,46.6666666667
Forsters Tern,tail shape is rounded tail,5.83333333333
Forsters Tern,tail shape is notched tail,7.5
Forsters Tern,tail shape is fan-shaped tail,13.3333333333
Forsters Tern,tail shape is pointed tail,17.5
Forsters Tern,tail shape is squared tail,9.16666666667
Forsters Tern,upper tail color is grey,46.5517241379
Forsters Tern,upper tail color is black,6.03448275862
Forsters Tern,upper tail color is white,66.3793103448
Forsters Tern,upper tail color is buff,1.72413793103
Forsters Tern,head pattern is malar,0.666666666667
Forsters Tern,head pattern is masked,6.0
Forsters Tern,head pattern is eyebrow,6.66666666667
Forsters Tern,head pattern is eyering,1.33333333333
Forsters Tern,head pattern is plain,8.66666666667
Forsters Tern,head pattern is eyeline,20.6666666667
Forsters Tern,head pattern is striped,0.666666666667
Forsters Tern,head pattern is capped,63.3333333333
Forsters Tern,breast color is grey,6.17283950617
Forsters Tern,breast color is white,100.0
Forsters Tern,breast color is buff,1.23456790123
Forsters Tern,throat color is grey,3.59281437126
Forsters Tern,throat color is white,98.2035928144
Forsters Tern,eye color is grey,1.53846153846
Forsters Tern,eye color is black,98.4615384615
Forsters Tern,eye color is white,1.53846153846
Forsters Tern,bill length is about the same as head,85.4430379747
Forsters Tern,bill length is longer than head,13.2911392405
Forsters Tern,bill length is shorter than head,1.26582278481
Forsters Tern,forehead color is grey,4.93827160494
Forsters Tern,forehead color is black,67.9012345679
Forsters Tern,forehead color is white,40.1234567901
Forsters Tern,forehead color is buff,2.46913580247
Forsters Tern,under tail color is brown,2.27272727273
Forsters Tern,under tail color is grey,41.6666666667
Forsters Tern,under tail color is black,26.5151515152
Forsters Tern,under tail color is white,71.2121212121
Forsters Tern,nape color is grey,10.8280254777
Forsters Tern,nape color is black,52.8662420382
Forsters Tern,nape color is white,79.6178343949
Forsters Tern,nape color is buff,1.91082802548
Forsters Tern,belly color is grey,6.875
Forsters Tern,belly color is white,100.0
Forsters Tern,wing shape is rounded-wings,6.66666666667
Forsters Tern,wing shape is pointed-wings,29.1666666667
Forsters Tern,wing shape is broad-wings,2.5
Forsters Tern,wing shape is tapered-wings,36.6666666667
Forsters Tern,wing shape is long-wings,34.1666666667
Forsters Tern,size is large (16 - 32 in),4.79452054795
Forsters Tern,size is small (5 - 9 in),20.5479452055
Forsters Tern,size is medium (9 - 16 in),71.9178082192
Forsters Tern,size is very small (3 - 5 in),2.7397260274
Forsters Tern,shape is upright-perching water-like,1.2987012987
Forsters Tern,shape is chicken-like-marsh,1.94805194805
Forsters Tern,shape is long-legged-like,1.2987012987
Forsters Tern,shape is duck-like,1.2987012987
Forsters Tern,shape is gull-like,49.3506493506
Forsters Tern,shape is hummingbird-like,3.24675324675
Forsters Tern,shape is pigeon-like,1.2987012987
Forsters Tern,shape is tree-clinging-like,2.5974025974
